,PO / SO #,ASN/DN #,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,Product Group,Sub Classification,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
1768,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,182.2
1769,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,58.07
1770,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,HRDT,HIV test,Yes,16.0,1764.93,1.06
1771,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,6684.0,6120.06,241.75
1772,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,1317.0,8924.98,630.0
1773,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,136.82
1774,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,154.91
1775,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,250.0,2331.03,47.61
1776,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,31.13
1777,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,5147.0,29336.46,115.24
1778,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,3146.0,14538.36,638.06
1779,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,1871.0,11492.86,161.99
1780,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,14.0,6443.61,7.36
1781,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,35.0,6443.61,16.77
1782,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,76.0,6443.61,44.92
1783,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,28.0,896.26,1.81
1784,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,2873.0,7363.73,1682.21
1785,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,311.96
1786,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,5.0,286.65,2.57
1787,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,318.0,3515.96,36.09
1788,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,0.32
1789,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,No,0.0,0.0,0.02
1790,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,2034.0,23441.88,14.19
1791,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,67.0,1122.87,11.76
1792,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,3279.0,8288.78,613.47
1793,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,No,0.0,0.0,110.31
1794,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,No,0.0,0.0,0.01
1795,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Pediatric,No,0.0,0.0,0.01
1796,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,1273.0,7493.5,230.71
1797,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,21.0,7329.83,0.14
1798,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,Yes,1133.0,7789.85,11.42
1799,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,0.11
1800,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,486.0,3338.35,103.02
1801,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,98.01
1802,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,No,0.0,0.0,31.36
1803,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,Yes,1208.0,4329.01,13.03
1804,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,78.35
1805,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,1587.0,11206.84,16.17
1806,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,4414.0,4506.2,559.97
1807,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,2078.0,2400.25,42.65
1808,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,18.0,423.89,1.08
1809,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,507.0,7445.8,100.57
1810,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,76.0,7445.8,44.92
1811,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,6684.0,7445.8,7708.44
1812,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,19.0,1133.0,3.67
1813,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,327.0,2737.97,61.79
1814,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,Yes,39.0,6811.39,1.1
1815,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,No,0.0,0.0,519.07
1816,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,6684.0,8281.69,1881.6
1817,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,Yes,1348.0,5233.52,10.98
1818,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,No,0.0,0.0,35.4
1819,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,256.0,2014.86,33.39
1820,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,847.0,4999.48,25.94
1821,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,1582.0,6037.19,201.39
1822,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,1051.0,6575.7,223.2
1823,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,6684.0,16339.98,495.58
1824,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,Yes,5317.0,11005.67,22.75
1825,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,640.0,5678.7,21.04
1826,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,570.0,9341.49,113.06
1827,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,22.0,9341.49,5.6
1828,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,979.0,1588.06,159.47
1829,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,1488.0,4764.16,283.71
1830,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,45.0,749.25,7.79
1831,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,No,0.0,0.0,187.16
1832,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,Yes,18.0,523.45,3.16
1833,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,6684.0,31849.010000000002,1495.35
1834,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,No,0.0,0.0,0.0
1835,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,0.0
1836,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,2832.0,4897.42,590.02
1837,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,778.0,4702.02,41.65
1838,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,47.04
1839,SO,DN,PMO - US,From RDC,N/A - From RDC,Other,ARV,Adult,No,0.0,0.0,47.04
1840,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,HRDT,HIV test,Yes,60.0,6012.0,47.04
1841,SO,DN,PMO - US,From RDC,N/A - From RDC,Other,HRDT,HIV test,Yes,1109.0,9437.24,47.04
1842,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,0.0,596.4,47.04
1843,SO,DN,PMO - US,From RDC,N/A - From RDC,Other,ARV,Pediatric,No,0.0,0.0,47.04
1844,SO,DN,PMO - US,From RDC,N/A - From RDC,Other,ARV,Adult,Yes,401.0,2208.0,47.04
1845,SO,DN,PMO - US,From RDC,N/A - From RDC,Other,HRDT,HIV test,Yes,24.0,1027.0,47.04
1846,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,HRDT,HIV test,Yes,0.0,977.64,47.04
1847,SO,DN,PMO - US,From RDC,N/A - From RDC,Other,ARV,Adult,Yes,910.0,3026.0,47.04
1848,SO,DN,PMO - US,From RDC,N/A - From RDC,Other,ARV,Adult,No,0.0,0.0,47.04
1849,SO,DN,PMO - US,From RDC,N/A - From RDC,Other,HRDT,HIV test,Yes,32.0,944.67,47.04
1850,SO,DN,PMO - US,From RDC,N/A - From RDC,Other,HRDT,HIV test,Yes,1699.0,8526.94,47.04
1851,SO,DN,PMO - US,From RDC,N/A - From RDC,Other,ARV,Adult,Yes,992.0,3205.0,47.04
1852,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,47.04
1853,SO,DN,PMO - US,From RDC,N/A - From RDC,Other,ARV,Adult,Yes,963.0,3142.0,47.04
1854,SO,DN,PMO - US,From RDC,N/A - From RDC,Other,ARV,Adult,Yes,104.0,1458.0,47.04
1855,SO,DN,PMO - US,From RDC,N/A - From RDC,Other,ARV,Adult,Yes,969.0,3155.0,47.04
1856,SO,DN,PMO - US,From RDC,N/A - From RDC,Other,ARV,Adult,No,0.0,0.0,8.35
1857,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,Yes,395.0,1848.37,93.18
1858,SO,DN,PMO - US,From RDC,N/A - From RDC,Other,ARV,Adult,No,0.0,0.0,1599.15
1859,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,2515.0,6834.0,47.04
1860,SO,DN,PMO - US,From RDC,N/A - From RDC,Other,ARV,Adult,Yes,142.0,1489.52,47.04
1861,SO,DN,PMO - US,From RDC,N/A - From RDC,Other,ARV,Adult,No,0.0,0.0,47.04
1862,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,HRDT,HIV test,Yes,54.0,952.04,7.68
1863,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,570.0,5348.0,20.48
1864,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,No,0.0,0.0,5.12
1865,SO,DN,PMO - US,From RDC,N/A - From RDC,Other,HRDT,HIV test,Yes,176.0,2102.0,66.72
1866,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,1802.0,3267.0,67.44
1867,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,HRDT,HIV test,Yes,36.0,939.62,5.12
1868,SO,DN,PMO - US,From RDC,N/A - From RDC,Other,ARV,Pediatric,Yes,178.0,1105.9,13.2
1869,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,957.0,3243.0,187.57
1870,SO,DN,PMO - US,From RDC,N/A - From RDC,Other,ARV,Adult,Yes,1005.0,4407.26,504.0
1871,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,255.0,1388.0,75.95
1872,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,HRDT,HIV test,Yes,1879.0,9538.74,203.39
1873,SO,DN,PMO - US,From RDC,N/A - From RDC,Other,HRDT,HIV test,Yes,821.0,5234.8,125.59
1874,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,No,0.0,0.0,44.93
1875,SO,DN,PMO - US,From RDC,N/A - From RDC,Other,ARV,Adult,No,0.0,0.0,170.88
1876,SO,DN,PMO - US,From RDC,N/A - From RDC,Other,ARV,Adult,Yes,750.0,3901.78,438.82
1877,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,275.46
1878,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,No,0.0,0.0,13.21
1879,SO,DN,PMO - US,From RDC,N/A - From RDC,Other,ARV,Pediatric,Yes,285.0,1786.0,2.69
1880,SO,DN,PMO - US,From RDC,N/A - From RDC,Other,ARV,Pediatric,No,0.0,0.0,25.07
1881,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,HRDT,HIV test,Yes,343.0,1645.12,192.0
1882,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,6684.0,31849.010000000002,1480.0
1883,SO,DN,PMO - US,From RDC,N/A - From RDC,Other,ARV,Adult,Yes,152.0,912.45,9.57
1884,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,1581.0,5663.0,3.13
1885,SO,DN,PMO - US,From RDC,N/A - From RDC,Other,ARV,Pediatric,No,0.0,0.0,7.95
1886,SO,DN,PMO - US,From RDC,N/A - From RDC,Other,ARV,Adult,No,0.0,0.0,98.92
1887,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,HRDT,HIV test,Yes,39.0,541.42,21.76
1888,SO,DN,PMO - US,From RDC,N/A - From RDC,Other,ARV,Pediatric,No,0.0,0.0,9.03
1889,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,3951.0,13788.25,36.96
1890,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,89.3
1891,SO,DN,PMO - US,From RDC,N/A - From RDC,Other,ARV,Adult,No,0.0,0.0,109.64
1892,SO,DN,PMO - US,From RDC,N/A - From RDC,Other,ARV,Adult,No,0.0,0.0,595.8
1893,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,HRDT,HIV test,Yes,3327.0,13606.4,294.4
1894,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,Yes,2510.0,23907.05,23.31
1895,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,186.0,2056.98,81.3
1896,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,2678.0,9008.48,804.9
1897,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,67.2
1898,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,355.2
1899,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,Yes,5309.0,17358.74,41.37
1900,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,No,0.0,0.0,0.35
1901,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,2262.0,7364.52,263.32
1902,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,188.95
1903,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,No,0.0,0.0,18.91
1904,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,101.16
1905,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,285.0,2523.6,6.58
1906,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,HRDT,HIV test,Yes,39.0,1278.0,5.92
1907,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,HRDT,HIV test,Yes,296.0,2372.8,143.98
1908,SO,DN,PMO - US,From RDC,N/A - From RDC,Other,ARV,Adult,No,0.0,0.0,1400.59
